id,type,ic11,ic12,ic21,ic22,ic31,ic32
erase01_2021-11-23_11-21-30_3097_010.png,['ic21'],0,0,1,0,0,0
erase01_2021-11-23_11-21-30_3187_222.png,"['ic12', 'ic22', 'ic32']",0,1,0,1,0,1
erase01_2021-11-23_11-21-30_3196_021.png,"['ic22', 'ic31']",0,0,0,1,1,0
erase01_2021-11-23_11-21-30_3480_011.png,"['ic21', 'ic31']",0,0,1,0,1,0
erase01_2021-11-23_11-21-30_3502_102.png,"['ic11', 'ic32']",1,0,0,0,0,1
erase01_2021-11-23_11-21-30_3596_201.png,"['ic12', 'ic31']",0,1,0,0,1,0
erase01_2021-11-23_11-21-30_3623_212.png,"['ic12', 'ic21', 'ic32']",0,1,1,0,0,1
erase01_2021-11-23_11-21-30_3678_001.png,['ic31'],0,0,0,0,1,0
erase01_2021-11-23_11-21-30_3780_102.png,"['ic11', 'ic32']",1,0,0,0,0,1
erase01_2021-11-23_11-21-30_3869_220.png,"['ic12', 'ic22']",0,1,0,1,0,0
erase01_2021-11-23_11-21-30_3895_200.png,['ic12'],0,1,0,0,0,0
erase01_2021-11-23_11-21-30_4121_201.png,"['ic12', 'ic31']",0,1,0,0,1,0
erase01_2021-11-23_11-21-30_4121_220.png,"['ic12', 'ic22']",0,1,0,1,0,0
erase01_2021-11-23_11-21-30_4206_100.png,['ic11'],1,0,0,0,0,0
erase01_2021-11-23_11-21-30_4344_012.png,"['ic21', 'ic32']",0,0,1,0,0,1
erase01_2021-11-23_11-21-30_4503_122.png,"['ic11', 'ic22', 'ic32']",1,0,0,1,0,1
erase01_2021-11-23_11-21-30_4610_001.png,['ic31'],0,0,0,0,1,0
erase01_2021-11-23_11-21-30_4667_012.png,"['ic21', 'ic32']",0,0,1,0,0,1
erase01_2021-11-23_11-21-30_4956_102.png,"['ic11', 'ic32']",1,0,0,0,0,1
erase01_2021-11-23_11-21-30_4976_211.png,"['ic12', 'ic21', 'ic31']",0,1,1,0,1,0
erase01_2021-11-23_11-21-30_5029_221.png,"['ic12', 'ic22', 'ic31']",0,1,0,1,1,0
erase01_2021-11-23_11-21-30_5204_010.png,['ic21'],0,0,1,0,0,0
erase01_2021-11-23_11-21-30_5411_010.png,['ic21'],0,0,1,0,0,0
erase01_2021-11-23_11-21-30_5428_120.png,"['ic11', 'ic22']",1,0,0,1,0,0
erase01_2021-11-23_11-21-30_5676_212.png,"['ic12', 'ic21', 'ic32']",0,1,1,0,0,1
erase01_2021-11-23_11-21-30_5696_120.png,"['ic11', 'ic22']",1,0,0,1,0,0
erase01_2021-11-23_11-21-30_5786_021.png,"['ic22', 'ic31']",0,0,0,1,1,0
erase01_2021-11-23_11-21-30_5815_212.png,"['ic12', 'ic21', 'ic32']",0,1,1,0,0,1
erase01_2021-11-23_11-21-30_5844_111.png,"['ic11', 'ic21', 'ic31']",1,0,1,0,1,0
erase01_2021-11-23_11-21-30_6017_222.png,"['ic12', 'ic22', 'ic32']",0,1,0,1,0,1
erase01_2021-11-23_11-21-30_6048_022.png,"['ic22', 'ic32']",0,0,0,1,0,1
erase01_2021-11-23_11-21-30_6187_220.png,"['ic12', 'ic22']",0,1,0,1,0,0
erase01_2021-11-23_11-21-30_6214_001.png,['ic31'],0,0,0,0,1,0
erase01_2021-11-23_11-21-30_6280_002.png,['ic32'],0,0,0,0,0,1
erase01_2021-11-23_11-21-30_6342_220.png,"['ic12', 'ic22']",0,1,0,1,0,0
erase01_2021-11-23_11-21-30_7168_010.png,['ic21'],0,0,1,0,0,0
erase01_2021-11-23_11-21-30_7238_122.png,"['ic11', 'ic22', 'ic32']",1,0,0,1,0,1
erase01_2021-11-23_11-21-30_7341_200.png,['ic12'],0,1,0,0,0,0
erase01_2021-11-23_11-21-30_7344_010.png,['ic21'],0,0,1,0,0,0
erase01_2021-11-23_11-21-30_7420_122.png,"['ic11', 'ic22', 'ic32']",1,0,0,1,0,1
erase01_2021-11-23_11-21-30_7545_010.png,['ic21'],0,0,1,0,0,0
erase01_2021-11-23_11-21-30_7600_012.png,"['ic21', 'ic32']",0,0,1,0,0,1
erase01_2021-11-23_11-21-30_7651_101.png,"['ic11', 'ic31']",1,0,0,0,1,0
erase01_2021-11-23_11-21-30_7769_101.png,"['ic11', 'ic31']",1,0,0,0,1,0
erase01_2021-11-23_11-21-30_7915_012.png,"['ic21', 'ic32']",0,0,1,0,0,1
erase01_2021-11-23_11-21-30_7958_010.png,['ic21'],0,0,1,0,0,0
erase01_2021-11-23_11-21-30_8218_010.png,['ic21'],0,0,1,0,0,0
erase01_2021-11-23_11-21-30_8311_122.png,"['ic11', 'ic22', 'ic32']",1,0,0,1,0,1
erase01_2021-11-23_11-21-30_8314_021.png,"['ic22', 'ic31']",0,0,0,1,1,0
erase01_2021-11-23_11-21-30_8382_101.png,"['ic11', 'ic31']",1,0,0,0,1,0
erase01_2021-11-23_11-21-30_8390_100.png,['ic11'],1,0,0,0,0,0
erase01_2021-11-23_11-21-30_8416_010.png,['ic21'],0,0,1,0,0,0
erase01_2021-11-23_11-21-30_8445_221.png,"['ic12', 'ic22', 'ic31']",0,1,0,1,1,0
erase01_2021-11-23_11-21-30_8673_112.png,"['ic11', 'ic21', 'ic32']",1,0,1,0,0,1
erase01_2021-11-23_11-21-30_9259_220.png,"['ic12', 'ic22']",0,1,0,1,0,0
erase01_2021-11-23_11-21-30_9270_121.png,"['ic11', 'ic22', 'ic31']",1,0,0,1,1,0
erase01_2021-11-23_11-21-30_9275_200.png,['ic12'],0,1,0,0,0,0
erase01_2021-11-23_11-21-30_9308_001.png,['ic31'],0,0,0,0,1,0
erase01_2021-11-23_11-21-30_9533_022.png,"['ic22', 'ic32']",0,0,0,1,0,1
erase01_2021-11-23_11-21-30_9689_112.png,"['ic11', 'ic21', 'ic32']",1,0,1,0,0,1
erase01_2021-11-23_11-21-31_1070_102.png,"['ic11', 'ic32']",1,0,0,0,0,1
erase01_2021-11-23_11-21-31_1220_011.png,"['ic21', 'ic31']",0,0,1,0,1,0
erase01_2021-11-23_11-21-31_1378_110.png,"['ic11', 'ic21']",1,0,1,0,0,0
erase01_2021-11-23_11-21-31_1456_212.png,"['ic12', 'ic21', 'ic32']",0,1,1,0,0,1
erase01_2021-11-23_11-21-31_1833_201.png,"['ic12', 'ic31']",0,1,0,0,1,0
erase01_2021-11-23_11-21-31_1866_212.png,"['ic12', 'ic21', 'ic32']",0,1,1,0,0,1
erase01_2021-11-23_11-21-31_2022_020.png,['ic22'],0,0,0,1,0,0
erase01_2021-11-23_11-21-31_2070_222.png,"['ic12', 'ic22', 'ic32']",0,1,0,1,0,1
erase01_2021-11-23_11-21-31_2104_020.png,['ic22'],0,0,0,1,0,0
erase01_2021-11-23_11-21-31_2130_102.png,"['ic11', 'ic32']",1,0,0,0,0,1
erase01_2021-11-23_11-21-31_2283_200.png,['ic12'],0,1,0,0,0,0
erase01_2021-11-23_11-21-31_2371_112.png,"['ic11', 'ic21', 'ic32']",1,0,1,0,0,1
erase01_2021-11-23_11-21-31_2480_012.png,"['ic21', 'ic32']",0,0,1,0,0,1
erase01_2021-11-23_11-21-31_2743_101.png,"['ic11', 'ic31']",1,0,0,0,1,0
erase01_2021-11-23_11-21-31_2887_001.png,['ic31'],0,0,0,0,1,0
erase01_2021-11-23_11-21-31_2902_010.png,['ic21'],0,0,1,0,0,0
erase01_2021-11-23_11-21-31_3016_001.png,['ic31'],0,0,0,0,1,0
erase01_2021-11-23_11-21-31_3119_120.png,"['ic11', 'ic22']",1,0,0,1,0,0
erase01_2021-11-23_11-21-31_3195_022.png,"['ic22', 'ic32']",0,0,0,1,0,1
erase01_2021-11-23_11-21-31_3265_100.png,['ic11'],1,0,0,0,0,0
erase01_2021-11-23_11-21-31_3454_221.png,"['ic12', 'ic22', 'ic31']",0,1,0,1,1,0
erase01_2021-11-23_11-21-31_3530_010.png,['ic21'],0,0,1,0,0,0
erase01_2021-11-23_11-21-31_3628_202.png,"['ic12', 'ic32']",0,1,0,0,0,1
erase01_2021-11-23_11-21-31_3935_211.png,"['ic12', 'ic21', 'ic31']",0,1,1,0,1,0
erase01_2021-11-23_11-21-31_4037_002.png,['ic32'],0,0,0,0,0,1
erase01_2021-11-23_11-21-31_4043_021.png,"['ic22', 'ic31']",0,0,0,1,1,0
erase01_2021-11-23_11-21-31_4075_021.png,"['ic22', 'ic31']",0,0,0,1,1,0
erase01_2021-11-23_11-21-31_4089_100.png,['ic11'],1,0,0,0,0,0
erase01_2021-11-23_11-21-31_4143_010.png,['ic21'],0,0,1,0,0,0
erase01_2021-11-23_11-21-31_4442_021.png,"['ic22', 'ic31']",0,0,0,1,1,0
erase01_2021-11-23_11-21-31_4548_002.png,['ic32'],0,0,0,0,0,1
erase01_2021-11-23_11-21-31_4594_211.png,"['ic12', 'ic21', 'ic31']",0,1,1,0,1,0
erase01_2021-11-23_11-21-31_4718_210.png,"['ic12', 'ic21']",0,1,1,0,0,0
erase01_2021-11-23_11-21-31_4725_110.png,"['ic11', 'ic21']",1,0,1,0,0,0
erase01_2021-11-23_11-21-31_4926_110.png,"['ic11', 'ic21']",1,0,1,0,0,0
erase01_2021-11-23_11-21-31_4980_222.png,"['ic12', 'ic22', 'ic32']",0,1,0,1,0,1
erase01_2021-11-23_11-21-31_5128_002.png,['ic32'],0,0,0,0,0,1
erase01_2021-11-23_11-21-31_5262_002.png,['ic32'],0,0,0,0,0,1
erase01_2021-11-23_11-21-31_5336_001.png,['ic31'],0,0,0,0,1,0
erase01_2021-11-23_11-21-31_5375_200.png,['ic12'],0,1,0,0,0,0
erase01_2021-11-23_11-21-31_5485_001.png,['ic31'],0,0,0,0,1,0
erase01_2021-11-23_11-21-31_5635_101.png,"['ic11', 'ic31']",1,0,0,0,1,0
erase01_2021-11-23_11-21-31_5775_221.png,"['ic12', 'ic22', 'ic31']",0,1,0,1,1,0
erase01_2021-11-23_11-21-31_6138_100.png,['ic11'],1,0,0,0,0,0
erase01_2021-11-23_11-21-31_6165_101.png,"['ic11', 'ic31']",1,0,0,0,1,0
erase01_2021-11-23_11-21-31_6275_002.png,['ic32'],0,0,0,0,0,1
erase01_2021-11-23_11-21-31_6528_212.png,"['ic12', 'ic21', 'ic32']",0,1,1,0,0,1
erase01_2021-11-23_11-21-31_6758_220.png,"['ic12', 'ic22']",0,1,0,1,0,0
erase01_2021-11-23_11-21-31_6909_122.png,"['ic11', 'ic22', 'ic32']",1,0,0,1,0,1
erase01_2021-11-23_11-21-31_6941_111.png,"['ic11', 'ic21', 'ic31']",1,0,1,0,1,0
erase01_2021-11-23_11-21-31_7030_001.png,['ic31'],0,0,0,0,1,0
erase01_2021-11-23_11-21-31_7082_100.png,['ic11'],1,0,0,0,0,0
erase01_2021-11-23_11-21-31_7274_122.png,"['ic11', 'ic22', 'ic32']",1,0,0,1,0,1
erase01_2021-11-23_11-21-31_7367_222.png,"['ic12', 'ic22', 'ic32']",0,1,0,1,0,1
erase01_2021-11-23_11-21-31_7401_010.png,['ic21'],0,0,1,0,0,0
erase01_2021-11-23_11-21-31_7466_221.png,"['ic12', 'ic22', 'ic31']",0,1,0,1,1,0
erase01_2021-11-23_11-21-31_7518_222.png,"['ic12', 'ic22', 'ic32']",0,1,0,1,0,1
erase01_2021-11-23_11-21-31_7556_211.png,"['ic12', 'ic21', 'ic31']",0,1,1,0,1,0
erase01_2021-11-23_11-21-31_7574_120.png,"['ic11', 'ic22']",1,0,0,1,0,0
erase01_2021-11-23_11-21-31_7661_200.png,['ic12'],0,1,0,0,0,0
erase01_2021-11-23_11-21-31_7663_221.png,"['ic12', 'ic22', 'ic31']",0,1,0,1,1,0
erase01_2021-11-23_11-21-31_7906_212.png,"['ic12', 'ic21', 'ic32']",0,1,1,0,0,1
erase01_2021-11-23_11-21-31_8000_200.png,['ic12'],0,1,0,0,0,0
erase01_2021-11-23_11-21-31_8133_011.png,"['ic21', 'ic31']",0,0,1,0,1,0
erase01_2021-11-23_11-21-31_8178_200.png,['ic12'],0,1,0,0,0,0
erase01_2021-11-23_11-21-31_8434_110.png,"['ic11', 'ic21']",1,0,1,0,0,0
erase01_2021-11-23_11-21-31_8525_210.png,"['ic12', 'ic21']",0,1,1,0,0,0
erase01_2021-11-23_11-21-31_8550_122.png,"['ic11', 'ic22', 'ic32']",1,0,0,1,0,1
erase01_2021-11-23_11-21-31_8707_200.png,['ic12'],0,1,0,0,0,0
erase01_2021-11-23_11-21-31_8732_020.png,['ic22'],0,0,0,1,0,0
erase01_2021-11-23_11-21-31_8973_010.png,['ic21'],0,0,1,0,0,0
erase01_2021-11-23_11-21-31_9066_200.png,['ic12'],0,1,0,0,0,0
erase01_2021-11-23_11-21-31_9150_220.png,"['ic12', 'ic22']",0,1,0,1,0,0
erase01_2021-11-23_11-21-31_9158_210.png,"['ic12', 'ic21']",0,1,1,0,0,0
erase01_2021-11-23_11-21-31_9203_222.png,"['ic12', 'ic22', 'ic32']",0,1,0,1,0,1
